Keys,"Українська [ua-UA]"
GUI_END_ROUND,"Завершити раунд"
GUI_END_SELECTION,"Завершити вибір"
GUI_END_TURN,"Завершити хід {0}"
GUI_ENEMY,"Ворог"
GUI_ENEMY2,"Ворожа команда 2"
GUI_ENHANCE,"Покращити"
GUI_ENHANCEMENTS,"Покращення"
GUI_ENHANCEMENTS_TOOLTIP,"Цей екран дає змогу додавати поліпшення до всіх ваших здібностей. Виберіть здатність, потім слот поліпшення, а потім поліпшення, яке ви хочете додати в цей слот. Майте на увазі, що різні поліпшення коштують різної базової суми, і ця вартість змінюється залежно від кількості поліпшень, які вже є на карті, і типу здатності. Коли ви видаляєте поліпшення, ви отримуєте його первісну вартість."
GUI_ENHANCEMENTS_UNAVAILABLE,"Немає доступних поліпшень"
GUI_ENHANCEMENT_CARDS_ENHANCED,"Усі <sprite name=""Card_Icon""><color=#CEAD5A>Карти здібностей</color> покращено повністю"
GUI_ENHANCEMENT_CARD_CANT_BE_ENHANCED,"Ця <sprite name=""Card_Icon"">Картка здібностей не може <color=#CEAD5A>бути покращена</color>."
GUI_ENHANCEMENT_CARD_FULLY_ENHANCED,"Цю <sprite name=""Card_Icon""> Карту здібностей було <color=#CEAD5A>повністю покращено</color>."
GUI_ENHANCEMENT_CARD_NOT_ENHANCED,"Цю <sprite name=""Card_Icon""> Карту здібностей <color=#CEAD5A>не покращено</color>"
GUI_ENHANCEMENT_COST_BASE,"Базова ціна"
GUI_ENHANCEMENT_COST_CARD_LEVEL,"Рівень карти"
GUI_ENHANCEMENT_COST_EXISTING,"Існуючі поліпшення"
GUI_ENHANCEMENT_COST_ORIGINAL,"Оригінальна ціна"
GUI_ENHANCEMENT_FILTER,"Покращити: <color=white>{0}</color>"
GUI_ENHANCEMENT_MODE_ORIGINAL,"Оригінальні: поліпшення постійні й стосуватимуться всіх нинішніх і майбутніх найманців одного й того ж класу. Поліпшення не можуть бути продані."
GUI_ENHANCEMENT_MODE_VARIANT,"Оновлені: поліпшення вплинуть на окремих найманців і можуть бути видалені, повернувши 75% від їхньої первісної вартості. Витрати також були збалансовані, для незатратних експериментів. * Рекомендується"
GUI_ENTER_NAME,"Введіть ім'я"
GUI_ENTER_VILLAGE,"Увійти в село"
GUI_EQUIPPED,"Споряджено"
GUI_ERROR_CONTINUE_BUTTON,"Продовжити"
GUI_ERROR_EXIT_GAME_BUTTON,"Покинути гру"
GUI_ERROR_LOAD_CHECKPOINT_BUTTON,"Скинути збереження до чек-поінту"
GUI_ERROR_MAIN_MENU_BUTTON,"У головне меню"
GUI_ERROR_REBUILD_RULESET_BUTTON,"Перестворити список правил"
GUI_ERROR_REPORT_PLACEHOLDER,"Будь ласка, розкажіть нам, що сталося до того, як сталася помилка..."
GUI_ERROR_RESET_QUEST_BUTTON,"Скинути завдання і повернутися на карту"
GUI_ERROR_RESET_SAVEFILE_BUTTON,"Скинути файл збереження"
GUI_ERROR_RESET_SCENARIO_BUTTON,"Скинути сценарій до початку"
GUI_ERROR_RETRY,"Повторити"
GUI_ERROR_RETURN_TO_MAP_BUTTON,"Повернутися на карту пригод"
GUI_ERROR_TITLE,"Вибачте, сталася помилка"
GUI_ESC_MENU_TITLE,"Пауза"
GUI_EXIT,"Вихід"
GUI_EXIT_GAME,"Покинути гру"
GUI_EXIT_JOURNEY,"Відмовитися від завдання"
GUI_EXIT_SHOP,"Покинути магазин"
GUI_EXIT_TRAINER,"Вийти від тренера"
GUI_EXIT_VILLAGE,"Покинути {0}"
GUI_EXPORTING_MODS,"Йде експорт..."
GUI_EXPORTING_MODS_COPY_PATH,"Скопіювати шлях"
GUI_EXPORTING_MODS_COPY_PATH_NOTIFICATION,"Шлях скопійовано в буфер обміну!"
GUI_EXPORTING_MODS_TOOLTIP,"<color=#FF1DBAEFF>вивантажується модифікований контент в:</color> {0}"
GUI_EXPORT_MODS,"Експорт YML"
GUI_EXTRAS,"Додатково"
GUI_EXTRA_CARDS_HEADER,"Доп карти"
GUI_EnemiesKilled,"Це ЦІЛЬ, яку ви повинні виконати, щоб виграти сценарій. Смуга внизу показує прогрес на шляху до завершення."
GUI_FINISH,"Закінчити"
GUI_FINISH_TARGET_SELECT,"Закінчити вибір мети"
GUI_FIRST_RETIRED_CHARACTERS_STORY_1,"Після флегматичного прощання з одним із найрішучіших найманців групи ви ставите собі питання, чи можуть інші вплинути на майбутнє Похмурої Гавані, лише тільки щоб покинувши місто."
GUI_FIRST_RETIRED_CHARACTERS_STORY_2,"Ви чули про будівлю Міських архівів у Монетному кварталі, але ніколи там не бували. Вирішивши, що це було б найкращим місцем для задоволення вашої цікавості, ви прямуєте до великої круглої будівлі."
GUI_FrontEndTutorial_01_Description,"Робити перші кроки найманцем нелегко. Запустіть навчання, щоб вивчити самі основи механік Похмурої Гавані."
GUI_FrontEndTutorial_01_Tilte,"1. Основи"
GUI_FrontEndTutorial_02_Description,"Ти знаєш, як діяти і це добре. Тепер настав час навчитися важливих речей, таких як убивство і грабіж ваших ворогів."
GUI_FrontEndTutorial_02_Tilte,"2. Хапай і біжи"
GUI_FrontEndTutorial_03_Description,"Об'єднайте навички, яких ви навчилися, щоб перемогти Розбійницю-лучницю. Вам знадобиться додаткова допомога, щоб подолати ці неприємні пастки..."
GUI_FrontEndTutorial_03_Tilte,"3. Світло на ваших ногах"
GUI_FrontEndTutorial_04_Description,"Уся справа в тому, щоб знати, де ви перебуваєте, і знайти найкраще місце в підземеллі."
GUI_FrontEndTutorial_04_Tilte,"4. Не підходьте близько!"
GUI_FrontEndTutorial_05_Description,"Познайомтеся з модифікаторами атаки, як вони працюють і як вони впливають на кожну з ваших атак."
GUI_FrontEndTutorial_05_Tilte,"5. Модифікатори атаки"
GUI_FrontEndTutorial_06_Description,"Дикун бореться з Ожилими Кістками. Використовуй усе, що в тебе є, щоб переконатися, що вони стануть мертвими назавжди."
GUI_FrontEndTutorial_06_Tilte,"6. Я є Дикун"
GUI_FrontEndTutorial_07_Description,"У Шахрайки є два кинджали і багато золота, яке можна забрати, і вона не планує нічого залишати."
GUI_FrontEndTutorial_07_Tilte,"7. Клинок у ночі"
GUI_FrontEndTutorial_08_Description,"Чари, що плетуть чари, - могутня раса, але вразлива в ближньому бою. Дізнайтеся, як використовувати стихії у своїх інтересах"
GUI_FrontEndTutorial_08_Tilte,"8. Оволодіти стихіями"
GUI_FrontEndTutorial_09_Description,"Винахідники - дуже винахідливі створіння, але не можуть домогтися багато чого будучи пораненими..."
GUI_FrontEndTutorial_09_Tilte,"9. Мозок важливіший за м'язи"
GUI_FrontEndTutorial_10_Description,"Четверо ожилих Кісток оточують Пустотілого - чи зможеш ти перемогти їх усіх?"
GUI_FrontEndTutorial_10_Tilte,"10. Кам'яне серце"
GUI_FrontEndTutorial_11_Description,"Навіщо всі ці битви, коли ви можете закликати когось (або щось) зробити це за вас?"
GUI_FrontEndTutorial_11_Tilte,"11. Розум вищий за матерію"
GUI_GAINED_GOLD,"Зароблено золота групою"
GUI_GAINED_HEALTH,"Отримано {0} ОЗ"
GUI_GAINED_LEVEL,"Отримано {0} рівень(-ня)"
GUI_GIFT_ABILITY_CARD,"Ви отримали карту здібностей"
GUI_GIFT_ADVANTAGE,"Ви отримали Перевагу"
GUI_GIFT_ADVANTAGE_COMBINED,"Один персонаж отримує ПЕРЕВАГУ"
GUI_GIFT_BLESS,"Ви були Благословенні"
GUI_GIFT_BLESS_COMBINED,"Один персонаж отримує БЛАГОСЛОВЛЕННЯ"
GUI_GIFT_CURSE,"Ви були Прокляті"
GUI_GIFT_CURSE_COMBINED,"Один персонаж отримує ПРОКЛЯТТЯ"
GUI_GIFT_DAMAGE,"Кожен персонаж на початку наступного сценарію, отримає {0} шкоди"
GUI_GIFT_DAMAGE_NOW,"{0} Шкоди"
GUI_GIFT_DISADVANTAGE,"Ви отримали УСКЛАДНЕННЯ"
GUI_GIFT_DISADVANTAGE_COMBINED,"Один персонаж отримує ЗВАНЯТНИЦТВО"
GUI_GIFT_DISARM,"Ви були роззброєні"
GUI_GIFT_DISARM_COMBINED,"Один персонаж отримує РОЗЗБРОЄННЯ"
GUI_GIFT_EACH_LOST_GOLD,"Кожен із вас втратив {0} золота"
GUI_GIFT_EACH_WIN_GOLD,"Кожен із вас отримав {0} золота"
GUI_GIFT_ENEMY_ADVANTAGE,"Наступний сценарій вороги почнуть маючи Перевагу"
GUI_GIFT_ENEMY_BLESS,"У наступному сценарії вороги будуть Благословенні"
GUI_GIFT_ENEMY_CURSE,"Наступний сценарій вороги почнуть Проклятими"
GUI_GIFT_ENEMY_DISADVANTAGE,"Наступний сценарій вороги почнуть маючи Скруту"
GUI_GIFT_ENEMY_DISARMED,"У наступному сценарії ворогів буде роззброєно"
GUI_GIFT_ENEMY_IMMOBILIZE,"Наступний сценарій вороги почнуть Паралізованими"
GUI_GIFT_ENEMY_INVISIBLE,"У наступному сценарії вороги будуть Невидимі"
GUI_GIFT_ENEMY_MUDDLE,"Наступний сценарій вороги почнуть у Сум'ятті"
GUI_GIFT_ENEMY_POISON,"У наступному сценарії вороги будуть Отруєні"
GUI_GIFT_ENEMY_STRENGTHEN,"Наступний сценарій вороги почнуть Посиленими"
GUI_GIFT_ENEMY_STUN,"Наступний сценарій вороги почнуть Оглушеними"
GUI_GIFT_ENEMY_WOUND,"Наступний сценарій вороги почнуть Пораненими"
